timestamp_pc;Acel_x;Acel_y;Acel_z;Gyro_x;Gyro_y;Gyro_z;Magne_x;Magne_y;Magne_z
12:43:33.344;0.06;-0.03;0.97;0.85;1.22;2.50;4.53;33.80;-8.95
12:43:33.348;0.06;-0.03;0.97;0.92;1.16;2.56;4.82;33.74;-10.77
12:43:33.353;0.06;-0.03;0.97;0.92;1.28;2.62;5.03;34.14;-10.13
12:43:33.358;0.06;-0.03;0.97;0.98;1.22;2.62;4.25;33.81;-9.61
12:43:33.363;0.06;-0.03;0.97;0.98;1.40;2.62;4.44;34.03;-9.30
12:43:33.368;0.06;-0.03;0.97;0.98;1.10;2.56;4.30;34.01;-9.58
12:43:33.372;0.06;-0.03;0.97;0.85;1.16;2.38;4.70;34.59;-9.75
12:43:33.377;0.06;-0.03;0.97;0.85;1.28;2.56;5.16;33.97;-9.64
12:43:33.382;0.06;-0.03;0.97;1.04;1.28;2.50;5.52;34.33;-10.19
12:43:33.386;0.06;-0.03;0.97;0.98;1.28;2.62;4.88;33.79;-10.33
12:43:34.337;0.05;-0.03;0.97;0.98;1.28;2.50;4.71;34.18;-10.12
12:43:34.341;0.06;-0.03;0.97;0.92;1.22;2.56;4.44;34.11;-9.80
12:43:34.346;0.05;-0.03;0.97;0.98;1.16;2.56;4.82;34.41;-10.41
12:43:34.351;0.06;-0.03;0.97;1.10;1.10;2.56;4.76;34.20;-9.80
12:43:34.356;0.06;-0.03;0.97;1.10;1.16;2.56;4.22;33.83;-9.91
12:43:34.361;0.06;-0.03;0.97;1.10;1.22;2.56;3.75;34.25;-9.85
12:43:34.366;0.06;-0.03;0.97;0.98;1.22;2.75;4.22;33.96;-9.85
12:43:34.370;0.06;-0.03;0.97;0.85;1.22;2.56;4.19;33.96;-10.40
12:43:34.375;0.06;-0.03;0.97;0.92;1.22;2.50;4.54;33.67;-9.66
12:43:34.380;0.05;-0.03;0.97;0.85;1.28;2.50;4.87;34.13;-10.01
12:43:35.329;0.06;-0.03;0.97;1.22;1.28;2.62;5.03;34.51;-9.79
12:43:35.334;0.06;-0.03;0.97;1.10;1.16;2.56;4.13;34.11;-11.01
12:43:35.339;0.05;-0.03;0.97;0.85;1.22;2.69;4.04;33.89;-10.07
12:43:35.343;0.05;-0.03;0.97;0.85;1.16;2.56;4.66;34.13;-9.47
12:43:35.348;0.06;-0.03;0.97;0.98;1.22;2.69;4.64;34.31;-9.16
12:43:35.353;0.06;-0.03;0.97;1.16;1.10;2.56;4.72;35.08;-9.94
12:43:35.358;0.06;-0.03;0.97;0.92;1.22;2.56;4.68;34.19;-10.12
12:43:35.363;0.06;-0.03;0.97;1.10;1.28;2.44;5.43;34.27;-10.40
12:43:35.368;0.06;-0.03;0.97;1.10;1.22;2.50;4.32;34.07;-10.13
12:43:35.372;0.06;-0.03;0.97;0.67;1.34;2.75;4.97;33.86;-9.28
12:43:36.322;0.06;-0.03;0.97;1.10;1.28;2.50;4.39;33.95;-10.22
12:43:36.327;0.06;-0.03;0.97;0.92;1.22;2.62;4.44;33.92;-9.95
12:43:36.331;0.06;-0.03;0.97;0.98;1.28;2.44;4.37;33.86;-9.68
12:43:36.336;0.06;-0.03;0.97;0.92;1.22;2.69;3.93;33.91;-8.12
12:43:36.341;0.06;-0.03;0.97;1.10;1.22;2.50;4.57;34.28;-9.73
12:43:36.346;0.06;-0.03;0.97;0.98;1.28;2.44;4.35;33.63;-10.24
12:43:36.351;0.06;-0.03;0.97;0.85;1.28;2.50;4.82;34.47;-10.19
12:43:36.356;0.06;-0.03;0.97;0.98;1.28;2.62;4.33;34.41;-10.66
12:43:36.360;0.05;-0.03;0.97;0.98;1.16;2.50;4.60;34.69;-10.16
12:43:36.365;0.06;-0.03;0.97;0.98;1.16;2.62;4.63;34.31;-11.04
12:43:37.315;0.06;-0.03;0.97;1.10;1.16;2.50;4.16;33.73;-9.81
12:43:37.320;0.06;-0.03;0.97;0.98;1.22;2.50;4.38;34.02;-10.63
12:43:37.325;0.06;-0.03;0.97;0.92;1.28;2.44;4.47;34.07;-9.46
12:43:37.329;0.06;-0.03;0.97;1.04;1.28;2.56;4.15;34.28;-10.34
12:43:37.334;0.05;-0.03;0.97;1.04;1.16;2.50;3.88;33.76;-9.23
12:43:37.339;0.06;-0.03;0.97;1.16;1.16;2.62;4.13;34.09;-9.31
12:43:37.344;0.06;-0.03;0.97;1.10;1.28;2.56;3.93;33.98;-9.51
12:43:37.349;0.06;-0.03;0.97;1.04;1.22;2.56;4.71;34.75;-10.66
12:43:37.353;0.06;-0.03;0.97;1.04;1.22;2.56;4.63;34.17;-10.50
12:43:37.358;0.06;-0.03;0.97;0.98;1.22;2.50;4.57;34.24;-10.72
12:43:38.307;0.06;-0.03;0.97;0.85;1.16;2.44;4.52;33.96;-10.12
12:43:38.312;0.06;-0.03;0.97;0.98;1.16;2.44;4.42;34.12;-10.61
12:43:38.317;0.06;-0.03;0.97;1.04;1.22;2.50;4.26;34.38;-11.05
12:43:38.322;0.05;-0.03;0.97;0.85;1.28;2.44;4.06;34.22;-10.05
12:43:38.326;0.05;-0.03;0.97;0.98;1.28;2.62;4.32;34.08;-10.30
12:43:38.331;0.06;-0.03;0.97;1.04;1.28;2.62;4.32;33.80;-10.38
12:43:38.336;0.06;-0.03;0.97;1.16;1.16;2.62;4.05;34.53;-9.74
12:43:38.340;0.06;-0.03;0.97;0.92;1.28;2.50;4.55;34.52;-11.44
12:43:38.345;0.06;-0.03;0.97;0.92;1.28;2.44;3.74;34.77;-10.11
12:43:38.350;0.06;-0.03;0.97;0.79;1.22;2.56;4.87;34.56;-10.33
12:43:39.300;0.06;-0.03;0.97;0.85;1.28;2.62;4.16;34.00;-10.05
12:43:39.305;0.06;-0.03;0.97;0.85;1.34;2.56;4.63;33.87;-9.66
12:43:39.309;0.06;-0.03;0.97;1.04;1.28;2.69;4.71;34.33;-9.39
12:43:39.314;0.06;-0.03;0.97;0.92;1.16;2.50;4.30;34.17;-9.57
12:43:39.319;0.06;-0.03;0.97;0.98;1.22;2.50;4.69;34.41;-9.94
12:43:39.324;0.06;-0.03;0.97;0.92;1.16;2.56;4.31;33.95;-8.86
12:43:39.329;0.06;-0.03;0.97;1.04;1.22;2.44;4.48;34.35;-9.08
12:43:39.334;0.06;-0.03;0.97;0.92;1.40;2.62;4.38;34.35;-9.47
12:43:39.338;0.05;-0.03;0.97;0.98;1.16;2.75;4.52;34.35;-9.72
12:43:39.343;0.06;-0.03;0.97;0.92;1.22;2.62;4.42;34.62;-10.88
12:43:40.293;0.05;-0.03;0.97;1.10;1.22;2.56;4.92;34.12;-9.24
12:43:40.298;0.06;-0.03;0.97;1.04;1.16;2.56;4.36;34.78;-10.13
12:43:40.302;0.05;-0.03;0.97;0.92;1.34;2.50;4.33;34.33;-9.84
12:43:40.307;0.06;-0.03;0.97;1.04;1.28;2.56;3.78;33.87;-9.84
12:43:40.312;0.06;-0.03;0.97;0.98;1.28;2.56;4.05;33.96;-9.99
12:43:40.316;0.06;-0.03;0.97;1.04;1.10;2.50;4.31;34.20;-10.49
12:43:40.321;0.06;-0.03;0.97;1.10;1.28;2.62;3.89;33.53;-10.00
12:43:40.326;0.05;-0.03;0.97;0.85;1.10;2.62;4.52;34.13;-9.80
12:43:40.330;0.05;-0.03;0.97;0.98;1.28;2.69;3.56;34.40;-9.03
12:43:40.335;0.06;-0.03;0.97;0.98;1.22;2.38;4.92;34.33;-10.69
12:43:41.286;0.06;-0.03;0.97;1.10;1.22;2.62;4.26;34.39;-8.98
12:43:41.290;0.05;-0.03;0.97;1.04;1.22;2.56;3.98;34.74;-9.69
12:43:41.295;0.05;-0.03;0.97;0.98;1.22;2.50;3.91;34.08;-8.94
12:43:41.300;0.06;-0.02;0.97;1.04;1.16;2.62;4.06;34.35;-10.85
12:43:41.304;0.06;-0.03;0.97;1.04;1.28;2.62;4.91;34.36;-9.73
12:43:41.309;0.05;-0.03;0.97;1.04;1.16;2.56;4.93;33.86;-9.51
12:43:41.314;0.06;-0.03;0.97;1.04;1.28;2.56;5.20;33.91;-9.84
12:43:41.319;0.05;-0.03;0.97;0.85;1.16;2.56;4.87;33.59;-8.69
12:43:41.323;0.06;-0.03;0.97;0.92;1.28;2.56;4.58;34.16;-9.40
12:43:41.328;0.06;-0.03;0.97;1.04;1.22;2.44;3.69;34.27;-9.40
